Household_ID,State,No_of_Residents,No_of_Appliances,AC_Units,Has_Solar,Monthly_Income,Region,Year,Monthly_Electricity_kWh
11237,Uttar Pradesh,3,11,2,0,93999,Urban,2021,466.65
11238,West Bengal,3,27,1,0,149005,Urban,2022,581.42
11239,Punjab,4,23,2,0,145556,Urban,2021,731.09
11240,Delhi,2,26,2,0,60708,Rural,2022,551.64
11241,Uttar Pradesh,3,26,1,0,29205,Rural,2022,595.01
11242,Punjab,5,29,0,0,36576,Rural,2016,499.35
11243,Karnataka,5,5,2,0,103984,Urban,2016,530.73
11244,Delhi,3,17,2,0,26604,Rural,2023,570.0
11245,West Bengal,3,11,2,0,48615,Rural,2018,565.02
11246,Uttar Pradesh,4,5,0,0,34879,Urban,2020,262.75
11247,Punjab,6,14,0,0,52382,Urban,2021,396.5
11248,Punjab,4,17,2,0,41493,Urban,2015,688.7
11249,Gujarat,6,8,0,0,28828,Rural,2022,326.52
11250,Punjab,9,11,1,0,51647,Urban,2015,545.93
11251,Tamil Nadu,5,10,1,0,136263,Rural,2022,379.87
11252,Delhi,6,10,1,0,82674,Urban,2015,465.61
11253,West Bengal,4,25,1,0,146057,Urban,2016,433.49
11254,Tamil Nadu,3,15,2,0,84371,Urban,2016,562.57
11255,Maharashtra,6,27,1,0,68224,Urban,2018,712.28
11256,Uttar Pradesh,4,13,0,1,136730,Rural,2016,228.54
11257,Punjab,5,26,2,0,44294,Urban,2020,769.07
11258,Maharashtra,7,11,0,1,128868,Rural,2021,191.08
11259,West Bengal,9,13,1,1,79985,Rural,2015,501.67
11260,Delhi,6,27,2,1,139983,Urban,2016,655.34
11261,Tamil Nadu,5,10,2,0,86957,Urban,2021,720.54
11262,Tamil Nadu,5,23,2,0,62917,Rural,2017,653.06
11263,Uttar Pradesh,2,18,1,0,123564,Urban,2019,362.8
11264,Delhi,7,5,0,0,18023,Urban,2016,383.87
11265,Punjab,6,20,2,1,133550,Urban,2017,752.37
11266,Gujarat,4,13,0,1,103336,Urban,2020,344.71
11267,Gujarat,6,27,1,1,132487,Rural,2021,468.29
11268,Uttar Pradesh,6,19,1,0,108249,Urban,2018,644.82
11269,Delhi,7,23,0,0,112006,Rural,2022,515.95
11270,Uttar Pradesh,8,14,2,0,28804,Urban,2016,849.23
11271,Delhi,5,20,0,0,149576,Urban,2018,386.88
11272,West Bengal,5,29,2,1,61370,Urban,2019,652.48
11273,West Bengal,5,7,2,1,37952,Urban,2017,475.24
11274,Maharashtra,5,23,0,1,61000,Rural,2018,298.07
11275,Punjab,7,17,2,0,136064,Urban,2019,679.09
11276,Uttar Pradesh,4,18,2,0,132486,Rural,2019,581.32
11277,Punjab,3,11,2,0,136053,Rural,2018,576.63
11278,Delhi,2,6,1,0,81819,Urban,2021,361.57
11279,Gujarat,8,18,2,1,66425,Urban,2016,680.7
11280,Punjab,8,27,0,0,95136,Rural,2019,474.5
11281,Delhi,9,27,1,0,33409,Rural,2017,652.21
11282,West Bengal,5,21,2,0,138160,Rural,2023,598.96
11283,Delhi,9,17,1,0,89034,Rural,2018,567.18
11284,Uttar Pradesh,5,6,0,0,100880,Urban,2017,207.01
11285,Maharashtra,2,9,1,0,84101,Rural,2020,340.03
11286,Maharashtra,5,8,1,0,129337,Rural,2023,353.8
11287,Maharashtra,3,7,2,0,39884,Rural,2018,447.78
11288,Maharashtra,8,18,0,0,80326,Urban,2016,414.21
11289,West Bengal,6,15,0,0,118831,Rural,2022,272.99
11290,Karnataka,2,12,1,0,53460,Urban,2016,354.31
11291,Punjab,8,27,2,0,37072,Urban,2018,916.5
11292,Uttar Pradesh,4,13,1,0,125273,Rural,2016,357.18
11293,Tamil Nadu,8,20,1,0,104491,Rural,2023,563.24
11294,Uttar Pradesh,2,7,1,0,115722,Rural,2015,335.81
11295,Karnataka,3,14,2,0,99641,Rural,2015,607.62
11296,Maharashtra,7,5,1,0,27341,Rural,2021,350.32
11297,Karnataka,4,13,2,0,15199,Urban,2021,583.76
11298,Gujarat,6,20,0,0,77836,Urban,2022,582.86
11299,Gujarat,5,13,1,0,47552,Urban,2017,483.56
11300,Punjab,2,16,0,0,40984,Urban,2018,272.59
11301,West Bengal,4,5,1,0,36043,Rural,2017,310.18
11302,Uttar Pradesh,2,20,0,0,100840,Urban,2016,306.68
11303,Uttar Pradesh,6,12,2,0,116623,Rural,2020,524.92
11304,Tamil Nadu,2,18,1,0,118494,Rural,2017,341.35
11305,West Bengal,9,18,1,0,68730,Rural,2018,655.41
11306,Tamil Nadu,8,14,2,1,118055,Rural,2015,609.81
11307,Gujarat,8,5,0,0,140825,Urban,2022,313.19
11308,Maharashtra,4,10,0,0,46044,Urban,2016,258.11
11309,Karnataka,3,13,2,0,88732,Urban,2023,558.27
11310,Tamil Nadu,7,23,0,0,147020,Urban,2021,375.0
11311,Delhi,4,26,2,0,112169,Urban,2021,686.44
11312,Tamil Nadu,2,20,0,0,69277,Rural,2015,194.76
11313,Maharashtra,6,23,2,0,65494,Urban,2016,843.06
11314,Maharashtra,8,15,2,0,25138,Urban,2019,758.49
11315,Uttar Pradesh,5,25,2,0,81974,Rural,2017,591.33
11316,Karnataka,5,15,2,0,117335,Rural,2022,660.18
11317,Maharashtra,6,18,0,0,64153,Urban,2023,426.52
11318,West Bengal,2,11,1,0,125993,Urban,2018,398.35
11319,Tamil Nadu,7,16,0,0,19857,Urban,2020,441.62
11320,Tamil Nadu,9,24,2,0,99049,Urban,2023,900.15
11321,Gujarat,6,24,1,0,79338,Rural,2019,579.73
11322,Maharashtra,2,27,1,0,101808,Rural,2021,372.61
11323,Delhi,4,9,0,0,18554,Rural,2016,233.28
11324,Uttar Pradesh,7,5,2,1,112670,Urban,2018,524.72
11325,Karnataka,9,15,2,1,24701,Urban,2023,755.12
11326,Delhi,9,19,2,0,126160,Urban,2016,861.29
11327,Uttar Pradesh,3,14,2,0,94307,Rural,2018,517.33
11328,Tamil Nadu,2,19,2,0,108711,Urban,2023,655.27
11329,Delhi,9,17,1,0,18475,Urban,2023,677.17
11330,Uttar Pradesh,5,19,0,0,86582,Urban,2020,383.91
11331,Tamil Nadu,5,6,0,0,81794,Urban,2020,270.05
11332,Tamil Nadu,8,26,0,0,62231,Urban,2016,603.63
11333,Tamil Nadu,7,17,1,0,63190,Rural,2017,448.78
11334,Tamil Nadu,9,16,1,0,31727,Rural,2015,627.68
11335,West Bengal,3,29,0,0,106260,Rural,2023,368.79
11336,Tamil Nadu,2,27,1,0,149766,Urban,2016,470.83
11337,Gujarat,3,8,1,0,116542,Urban,2020,338.61
11338,Delhi,8,16,0,0,26643,Urban,2018,511.28
11339,Uttar Pradesh,4,19,1,0,93042,Rural,2017,510.22
11340,Gujarat,3,17,2,0,53281,Urban,2019,552.52
11341,West Bengal,4,6,0,0,144916,Urban,2023,312.1
11342,Punjab,5,24,0,0,87036,Urban,2019,499.96
11343,Punjab,4,20,0,0,122227,Urban,2020,366.26
11344,Gujarat,2,18,0,0,50115,Rural,2019,208.37
11345,Maharashtra,7,25,1,1,77335,Urban,2023,577.91
11346,Maharashtra,7,6,0,0,55000,Urban,2021,289.43
11347,Maharashtra,2,21,2,0,96599,Urban,2019,568.27
11348,Karnataka,2,20,1,0,106651,Urban,2023,376.57
11349,Maharashtra,2,8,1,0,143637,Urban,2021,284.07
11350,Uttar Pradesh,6,15,0,0,140696,Urban,2016,392.32
11351,Gujarat,9,17,1,0,50496,Urban,2022,633.65
11352,Uttar Pradesh,8,10,1,0,83617,Urban,2021,532.35
11353,Delhi,4,21,1,0,66316,Rural,2016,448.71
11354,Maharashtra,9,5,0,0,123002,Urban,2017,367.73
11355,West Bengal,2,13,2,0,82459,Urban,2022,556.96
11356,Karnataka,7,25,0,0,81213,Urban,2019,546.57
11357,Delhi,3,22,2,0,93103,Rural,2016,529.28
11358,West Bengal,3,15,1,0,67339,Urban,2021,441.08
11359,Karnataka,6,18,2,0,125555,Urban,2016,681.65
11360,Punjab,9,6,0,1,37394,Urban,2017,277.16
11361,Delhi,9,24,0,1,36078,Urban,2015,377.0
11362,Punjab,9,15,0,1,131302,Rural,2023,339.24
11363,Gujarat,4,6,1,1,81132,Rural,2019,288.31
11364,Uttar Pradesh,4,8,2,0,100535,Rural,2023,539.22
11365,Tamil Nadu,8,17,0,0,124370,Urban,2015,457.5
11366,Uttar Pradesh,4,10,0,0,62716,Urban,2016,324.79
11367,Maharashtra,7,11,0,0,131511,Urban,2023,419.28
11368,Punjab,7,26,1,0,112363,Rural,2022,531.48
11369,West Bengal,9,24,0,0,107454,Urban,2015,577.5
11370,Tamil Nadu,8,7,1,1,94503,Rural,2020,282.75
11371,Karnataka,9,8,1,0,117694,Urban,2019,699.49
11372,Punjab,6,25,0,0,63443,Urban,2017,558.24
11373,Gujarat,4,24,1,0,139441,Rural,2018,498.77
11374,Gujarat,4,7,1,0,74715,Urban,2023,367.82
11375,Punjab,9,5,0,0,96509,Urban,2023,392.42
11376,Punjab,9,23,0,0,29540,Urban,2020,558.94
11377,Punjab,2,25,2,1,46725,Rural,2023,542.33
11378,Karnataka,9,17,0,0,70366,Urban,2022,369.67
11379,Maharashtra,4,18,2,0,109402,Urban,2022,641.58
11380,Karnataka,7,26,2,0,44173,Urban,2018,829.49
11381,Delhi,2,20,2,1,33447,Urban,2019,510.31
11382,West Bengal,2,8,0,0,19318,Rural,2022,184.15
11383,Punjab,4,21,2,0,132408,Rural,2017,667.56
11384,West Bengal,3,14,2,0,33803,Rural,2022,491.1
11385,Maharashtra,5,11,2,0,108784,Urban,2021,660.05
11386,Tamil Nadu,9,17,0,0,75409,Rural,2022,424.18
11387,Karnataka,7,29,0,1,48338,Urban,2016,414.24
11388,Maharashtra,3,17,0,0,83925,Urban,2015,270.54
11389,West Bengal,4,26,0,0,121579,Urban,2016,377.84
11390,Tamil Nadu,9,18,1,0,96670,Urban,2019,708.25
11391,Karnataka,4,10,0,0,144661,Urban,2023,238.81
11392,Gujarat,9,20,2,0,146445,Urban,2022,905.07
11393,Karnataka,9,13,0,0,72991,Urban,2021,306.24
11394,Uttar Pradesh,3,24,1,0,24101,Urban,2018,555.16
11395,Karnataka,4,20,1,0,41966,Rural,2017,469.78
11396,Uttar Pradesh,7,25,1,0,33186,Urban,2018,759.34
11397,Tamil Nadu,8,25,0,0,53752,Urban,2022,558.26
11398,Karnataka,9,16,1,0,145314,Rural,2022,646.65
11399,Tamil Nadu,2,20,1,0,112253,Urban,2020,476.89
11400,Tamil Nadu,6,9,1,0,145922,Urban,2018,530.84
11401,West Bengal,4,28,0,1,108969,Urban,2017,242.04
11402,Maharashtra,4,15,1,0,64755,Urban,2022,484.55
11403,Tamil Nadu,3,5,1,0,135157,Urban,2016,419.75
11404,Tamil Nadu,9,14,2,0,59713,Rural,2022,786.2
11405,West Bengal,2,15,2,0,122778,Urban,2019,545.43
11406,West Bengal,3,19,2,0,67436,Urban,2023,579.39
11407,Karnataka,8,7,1,0,133642,Urban,2022,443.52
11408,West Bengal,9,28,2,1,55390,Rural,2017,705.57
11409,Karnataka,7,19,0,1,32853,Urban,2018,378.58
11410,Gujarat,3,15,2,0,112697,Urban,2023,580.37
11411,West Bengal,4,13,0,0,40752,Rural,2020,282.61
11412,Maharashtra,9,6,2,0,137375,Urban,2023,650.22
11413,Tamil Nadu,2,16,2,0,123596,Urban,2017,686.97
11414,Maharashtra,7,24,2,0,48003,Rural,2022,797.3
11415,Uttar Pradesh,4,20,0,0,92275,Urban,2023,452.83
11416,Punjab,7,28,0,0,110753,Urban,2015,518.59
11417,West Bengal,4,20,2,1,44824,Rural,2023,444.02
11418,Tamil Nadu,4,25,0,0,75877,Urban,2016,465.62
11419,Maharashtra,4,5,2,1,56747,Urban,2019,387.45
11420,West Bengal,9,20,1,0,132221,Urban,2017,712.78
11421,West Bengal,6,10,1,0,18555,Urban,2015,514.53
11422,Punjab,5,18,1,1,35712,Urban,2019,432.24
11423,Gujarat,2,29,0,0,67517,Urban,2021,404.8
11424,Gujarat,8,29,1,0,58177,Urban,2016,801.83
11425,Tamil Nadu,6,15,2,0,143251,Urban,2016,649.14
11426,Uttar Pradesh,5,5,2,0,90754,Urban,2017,637.73
11427,Gujarat,7,24,0,0,59749,Urban,2022,558.8
11428,Punjab,5,21,2,1,60000,Urban,2020,592.9
11429,Gujarat,9,27,1,0,108721,Urban,2017,703.78
11430,Uttar Pradesh,9,23,2,0,140267,Rural,2017,841.53
11431,Maharashtra,9,6,0,0,57039,Urban,2021,458.43
11432,Gujarat,5,18,2,0,117142,Urban,2017,634.74
11433,Punjab,6,12,2,1,73429,Urban,2016,471.48
11434,Karnataka,2,29,1,1,18517,Rural,2019,391.76
11435,Punjab,3,27,0,0,118203,Urban,2022,303.71
11436,Delhi,5,26,1,1,29099,Urban,2015,499.3
11437,Delhi,9,10,2,0,33925,Urban,2015,779.86
11438,Gujarat,3,13,0,0,64607,Rural,2015,263.69
11439,Maharashtra,3,9,2,0,63004,Rural,2018,434.24
11440,West Bengal,4,9,2,0,55365,Urban,2022,537.52
11441,Maharashtra,3,22,1,0,136128,Urban,2022,463.42
11442,Punjab,7,26,2,0,88090,Urban,2020,829.79
11443,Tamil Nadu,7,18,0,0,58518,Rural,2021,322.5
11444,Karnataka,4,16,0,1,36242,Urban,2022,198.93
11445,Maharashtra,2,16,1,0,46446,Urban,2021,542.42
11446,Uttar Pradesh,8,26,1,0,127536,Urban,2016,751.49
11447,Punjab,2,10,0,0,112987,Urban,2020,173.92
11448,Karnataka,7,8,1,0,48911,Urban,2018,592.39
11449,Delhi,8,19,2,0,119677,Rural,2015,734.0
11450,Punjab,4,27,0,0,90040,Urban,2015,321.82
11451,Karnataka,2,19,1,0,83021,Urban,2019,473.48
11452,Uttar Pradesh,8,29,0,0,40648,Urban,2017,574.83
11453,Gujarat,8,21,2,0,126188,Rural,2023,754.47
11454,Uttar Pradesh,5,7,1,0,145801,Urban,2018,455.59
11455,Uttar Pradesh,2,14,0,0,110019,Urban,2015,186.14
11456,Gujarat,4,29,2,0,144690,Rural,2021,595.17
11457,Gujarat,8,25,1,1,42620,Urban,2020,705.04
11458,Gujarat,7,26,0,0,127386,Rural,2018,403.06
11459,Gujarat,9,12,2,1,137462,Urban,2021,630.54
11460,Gujarat,5,13,2,1,122993,Urban,2018,491.76
11461,Uttar Pradesh,3,28,2,0,19233,Urban,2020,741.08
11462,Tamil Nadu,3,7,2,0,25405,Urban,2017,430.5
11463,Tamil Nadu,3,5,2,1,62837,Urban,2019,375.83
11464,Punjab,7,15,1,1,44414,Urban,2015,371.79
11465,Maharashtra,9,17,2,0,121278,Urban,2020,694.71
11466,Tamil Nadu,8,16,1,0,115505,Urban,2023,607.12
11467,Delhi,4,25,1,0,148345,Urban,2017,549.38
11468,Tamil Nadu,3,11,0,1,45781,Urban,2015,163.0
11469,Uttar Pradesh,2,6,0,0,47456,Rural,2023,104.86
11470,Gujarat,3,5,1,0,79277,Rural,2020,261.6
11471,Punjab,8,24,2,0,30012,Urban,2023,822.11
11472,Gujarat,6,7,2,0,63494,Urban,2017,551.18
11473,West Bengal,7,8,1,1,42808,Urban,2020,399.16
11474,West Bengal,6,21,2,0,107207,Urban,2017,655.75
11475,West Bengal,3,22,1,0,31632,Urban,2022,528.6
11476,Uttar Pradesh,9,21,0,0,23217,Urban,2020,536.16
11477,Delhi,8,23,2,1,53147,Urban,2023,706.75
11478,Tamil Nadu,3,8,2,0,58016,Urban,2017,624.99
11479,Uttar Pradesh,6,21,2,0,99467,Urban,2023,781.96
11480,Maharashtra,8,26,0,0,77729,Urban,2022,571.02
11481,Punjab,7,6,2,0,78728,Rural,2018,539.7
11482,Gujarat,7,14,1,1,122844,Urban,2015,483.35
11483,West Bengal,3,16,2,1,139837,Urban,2019,517.32
11484,Karnataka,7,17,1,1,61896,Urban,2016,505.38
11485,Maharashtra,5,15,2,0,41800,Rural,2019,554.67
11486,West Bengal,8,25,1,1,59501,Urban,2015,569.13
11487,Delhi,9,12,0,0,120264,Urban,2017,419.0
11488,Maharashtra,8,24,2,0,85021,Urban,2021,814.95
11489,Uttar Pradesh,7,9,0,0,114647,Urban,2021,350.12
11490,Tamil Nadu,8,29,0,0,70245,Rural,2018,462.23
11491,Gujarat,6,6,2,0,88268,Urban,2017,586.98
11492,Punjab,4,16,2,1,15576,Urban,2018,437.2
11493,Delhi,6,6,1,1,120214,Urban,2018,428.43
11494,Delhi,2,10,2,0,87258,Urban,2022,458.76
11495,Karnataka,5,26,2,0,51951,Urban,2016,728.54
11496,Maharashtra,4,23,1,0,103815,Urban,2019,537.24
11497,Karnataka,3,16,1,0,102757,Urban,2019,483.08
11498,Tamil Nadu,8,29,2,1,41660,Urban,2019,817.97
11499,West Bengal,9,17,2,0,138800,Rural,2022,696.51
11500,Tamil Nadu,2,21,2,0,102109,Rural,2023,556.64
11501,West Bengal,2,16,0,1,82250,Urban,2015,218.96
11502,Karnataka,9,7,0,1,40709,Urban,2020,259.78
11503,Gujarat,5,28,2,1,52550,Urban,2022,600.66
11504,Tamil Nadu,4,12,1,1,61129,Urban,2015,370.97
11505,Karnataka,2,20,2,0,90550,Urban,2018,584.63
11506,Maharashtra,9,8,2,0,109408,Rural,2022,570.81
11507,Karnataka,4,28,0,0,40851,Urban,2022,515.43
11508,Karnataka,4,17,2,1,42329,Urban,2019,449.51
11509,Uttar Pradesh,7,12,2,1,135756,Urban,2018,635.29
11510,Tamil Nadu,2,5,0,0,129491,Urban,2021,146.89
11511,Punjab,4,7,0,0,148166,Rural,2017,254.01
11512,Gujarat,5,5,1,1,30488,Urban,2015,251.91
11513,Gujarat,2,19,1,0,42254,Rural,2023,355.35
11514,Uttar Pradesh,5,22,1,0,146987,Urban,2023,578.55
11515,West Bengal,5,24,2,0,91192,Urban,2019,779.79
11516,Delhi,4,7,1,1,31221,Rural,2023,228.12
11517,West Bengal,4,19,0,0,20349,Rural,2023,269.98
11518,Gujarat,7,26,1,0,60656,Rural,2018,549.99
11519,Karnataka,9,9,2,0,74439,Rural,2019,617.98
11520,Uttar Pradesh,8,25,2,0,76839,Urban,2022,756.18
11521,Maharashtra,7,14,1,0,64146,Urban,2016,601.72
11522,Tamil Nadu,2,11,2,0,134206,Urban,2023,561.97
11523,Tamil Nadu,7,27,2,0,84766,Urban,2016,811.35
11524,Punjab,3,29,2,0,116035,Urban,2021,690.68
11525,Tamil Nadu,9,12,1,0,110568,Urban,2018,554.9
11526,Karnataka,2,7,2,0,113407,Urban,2016,365.91
11527,Maharashtra,9,22,1,1,133156,Rural,2021,530.52
11528,Uttar Pradesh,5,21,1,0,51266,Urban,2020,537.96
11529,Uttar Pradesh,7,20,2,0,66063,Urban,2015,811.27
11530,Tamil Nadu,7,26,1,0,103013,Urban,2018,638.68
11531,Maharashtra,8,17,1,0,106220,Rural,2021,604.31
11532,Maharashtra,7,8,2,0,65464,Urban,2021,557.42
11533,Maharashtra,4,7,2,0,132510,Urban,2017,674.1
11534,Gujarat,5,15,1,0,103782,Rural,2019,388.49
11535,Gujarat,7,6,0,0,61598,Urban,2018,323.11
11536,Tamil Nadu,6,22,0,0,55623,Urban,2019,362.31
11537,Maharashtra,6,8,0,0,137955,Rural,2015,309.97
11538,Delhi,9,21,0,1,36175,Rural,2022,366.91
11539,Maharashtra,5,10,1,0,69636,Urban,2022,455.65
11540,Uttar Pradesh,7,14,2,0,90841,Rural,2022,729.1
11541,Uttar Pradesh,8,15,0,0,67327,Urban,2023,423.65
11542,Tamil Nadu,3,9,2,0,74102,Urban,2018,501.19
11543,Delhi,8,29,0,0,139858,Urban,2017,502.66
11544,Maharashtra,3,22,0,1,67357,Urban,2018,244.88
11545,West Bengal,2,29,0,0,74002,Urban,2019,284.73
11546,Delhi,2,29,2,1,67711,Rural,2019,520.9
11547,Punjab,8,14,2,0,96545,Urban,2019,794.44
11548,Tamil Nadu,7,13,0,0,106544,Urban,2019,466.34
11549,Uttar Pradesh,9,20,2,0,118901,Urban,2016,843.59
11550,West Bengal,8,14,0,0,75124,Urban,2015,338.53
11551,Uttar Pradesh,2,14,1,0,148039,Urban,2018,406.24
11552,Gujarat,4,8,2,0,85998,Urban,2015,568.65
11553,Tamil Nadu,3,25,0,0,34430,Urban,2021,392.24
11554,Tamil Nadu,5,28,1,0,98383,Urban,2016,591.99
11555,Maharashtra,9,18,1,0,32211,Urban,2016,587.4
11556,Maharashtra,8,12,0,0,147964,Urban,2023,355.41
11557,Gujarat,7,5,1,0,33561,Urban,2016,413.85
11558,West Bengal,7,20,1,0,131837,Rural,2023,516.55
11559,Punjab,9,21,0,0,130949,Urban,2016,545.23
11560,Karnataka,6,14,1,0,33709,Urban,2017,520.72
11561,Delhi,3,10,1,0,93636,Urban,2017,495.76
11562,Karnataka,9,11,0,0,92809,Urban,2016,421.33
11563,Karnataka,9,22,0,1,126587,Rural,2020,438.5
11564,Tamil Nadu,3,6,1,0,145713,Urban,2020,353.67
11565,Delhi,3,25,2,0,41158,Rural,2017,627.63
11566,Tamil Nadu,8,13,0,0,90606,Rural,2018,361.14
11567,Punjab,2,9,2,0,120447,Rural,2021,552.55
11568,Delhi,4,12,0,0,26640,Urban,2016,215.55
11569,Uttar Pradesh,8,28,2,0,131545,Urban,2017,889.26
11570,Tamil Nadu,9,9,0,0,125298,Rural,2019,307.95
11571,Tamil Nadu,5,28,1,0,109861,Rural,2017,561.06
11572,Tamil Nadu,2,19,1,0,66904,Rural,2017,388.74
11573,West Bengal,8,12,2,0,40895,Urban,2023,753.55
11574,Gujarat,4,9,2,0,78502,Rural,2017,413.98
11575,Tamil Nadu,9,9,0,1,114999,Urban,2017,295.45
11576,Punjab,9,24,0,0,53110,Rural,2017,443.96
11577,Maharashtra,3,21,2,0,23848,Urban,2023,720.24
11578,Maharashtra,4,13,2,0,87061,Urban,2019,514.39
11579,Delhi,2,6,1,0,76486,Rural,2018,158.09
11580,Uttar Pradesh,8,5,2,1,19777,Rural,2021,504.27
11581,Gujarat,9,26,1,0,121033,Urban,2019,730.11
11582,West Bengal,3,25,2,0,129796,Urban,2020,669.64
11583,Delhi,8,15,1,0,18037,Urban,2021,597.63
11584,Maharashtra,2,19,1,0,127653,Rural,2016,403.71
11585,Gujarat,5,5,1,0,135792,Urban,2015,399.75
11586,Gujarat,3,11,0,0,146650,Rural,2023,218.8
11587,Uttar Pradesh,4,27,1,0,21373,Rural,2017,537.56
11588,Punjab,2,23,2,0,69716,Rural,2017,613.81
11589,Gujarat,9,28,2,0,38062,Urban,2019,898.6
11590,Tamil Nadu,6,19,2,0,84524,Urban,2023,729.99
11591,Gujarat,4,10,0,0,112195,Urban,2019,229.77
11592,Uttar Pradesh,9,24,1,0,122908,Urban,2023,726.68
11593,Delhi,4,14,0,0,149707,Rural,2021,251.03
11594,Uttar Pradesh,3,16,1,0,24416,Urban,2022,390.76
11595,West Bengal,8,17,2,0,105022,Urban,2020,713.83
11596,Uttar Pradesh,7,19,1,0,39085,Urban,2021,585.46
11597,Maharashtra,4,23,0,0,15210,Urban,2021,408.86
11598,Tamil Nadu,2,21,0,0,23772,Rural,2019,262.26
11599,Punjab,6,17,0,0,123227,Urban,2020,324.33
11600,Maharashtra,5,6,0,0,145708,Urban,2018,163.03
11601,Delhi,6,22,2,0,44316,Urban,2021,698.03
11602,Karnataka,2,15,0,1,43902,Urban,2016,118.18
11603,Delhi,3,9,0,0,69777,Rural,2021,236.02
11604,Tamil Nadu,2,8,0,0,20755,Rural,2020,113.72
11605,Gujarat,7,6,2,0,21666,Urban,2021,645.39
11606,Uttar Pradesh,7,20,1,0,82395,Rural,2015,570.86
11607,Karnataka,7,29,2,0,39456,Urban,2015,919.98
11608,Tamil Nadu,4,11,2,1,110581,Urban,2015,478.59
11609,Maharashtra,3,12,2,0,25290,Rural,2017,545.21
11610,Uttar Pradesh,8,12,1,0,37073,Rural,2015,484.45
11611,Delhi,7,6,0,1,103139,Rural,2017,232.2
11612,Maharashtra,8,19,2,0,120141,Urban,2017,762.63
11613,Tamil Nadu,5,9,0,0,102806,Urban,2015,254.42
11614,Tamil Nadu,5,23,0,0,59940,Rural,2022,392.48
11615,Delhi,8,14,1,0,141740,Rural,2017,544.74
11616,Karnataka,9,13,1,0,103374,Urban,2018,598.68
11617,Delhi,2,29,2,0,121068,Rural,2017,610.21
11618,Gujarat,7,26,1,0,127064,Urban,2019,648.63
11619,Maharashtra,4,24,1,1,91815,Urban,2021,409.66
11620,Karnataka,9,12,1,0,70271,Urban,2019,657.0
11621,Uttar Pradesh,5,9,0,0,145453,Urban,2017,340.9
11622,West Bengal,6,23,1,1,30702,Urban,2019,517.4
11623,Gujarat,3,17,2,0,43819,Rural,2017,560.97
11624,Karnataka,6,18,1,0,116808,Rural,2023,446.63
11625,West Bengal,8,12,2,0,116703,Urban,2017,715.19
11626,West Bengal,9,20,2,0,141765,Rural,2018,718.78
11627,Maharashtra,5,26,1,0,36864,Rural,2023,582.75
11628,Tamil Nadu,5,9,0,0,115965,Urban,2018,332.58
11629,Uttar Pradesh,2,5,2,0,27447,Rural,2016,438.18
11630,Delhi,2,23,2,0,140196,Urban,2020,587.72
11631,Maharashtra,7,27,2,0,136001,Urban,2019,721.2
11632,Gujarat,8,23,1,0,124321,Rural,2019,589.41
11633,Punjab,3,21,2,0,119622,Urban,2020,619.8
11634,West Bengal,7,28,1,0,30556,Urban,2020,644.88
11635,Gujarat,9,27,2,0,114771,Urban,2023,922.0
11636,West Bengal,2,25,0,0,16468,Rural,2016,294.96
11637,Tamil Nadu,4,14,2,0,66769,Urban,2017,616.77
11638,Punjab,3,9,1,0,88240,Urban,2018,394.94
11639,Tamil Nadu,4,26,1,0,121054,Rural,2018,581.28
11640,Uttar Pradesh,9,11,2,0,91155,Rural,2016,692.67
11641,Delhi,7,20,1,0,17877,Urban,2018,619.7
11642,Uttar Pradesh,2,7,0,0,129236,Urban,2023,144.91
11643,Tamil Nadu,3,16,1,1,74178,Urban,2022,312.69
11644,Tamil Nadu,9,18,2,0,66739,Rural,2021,789.29
11645,Gujarat,7,24,0,0,64313,Rural,2019,485.46
11646,Tamil Nadu,5,5,1,0,46828,Urban,2017,415.23
11647,Punjab,7,11,2,0,52658,Urban,2018,737.59
11648,Punjab,8,22,1,0,149926,Rural,2015,542.76
11649,Karnataka,6,27,2,0,130204,Rural,2020,792.87
11650,West Bengal,5,26,1,0,119720,Urban,2016,600.76
11651,Maharashtra,4,8,1,0,70352,Urban,2020,360.65
11652,Tamil Nadu,5,20,0,0,99280,Urban,2018,352.67
11653,Uttar Pradesh,7,15,0,0,95215,Rural,2020,311.39
11654,Delhi,9,22,1,0,78889,Urban,2022,639.35
11655,West Bengal,5,27,2,0,21126,Urban,2023,773.43
11656,West Bengal,6,20,2,0,91073,Urban,2018,825.56
11657,Delhi,8,11,1,0,120412,Rural,2015,494.52
11658,Delhi,7,25,1,0,137677,Urban,2023,626.19
11659,West Bengal,6,29,0,0,125223,Urban,2020,542.16
11660,Karnataka,5,7,1,0,50755,Urban,2019,478.56
11661,Uttar Pradesh,6,29,1,0,109375,Urban,2019,616.88
11662,Karnataka,5,9,2,0,82579,Urban,2015,567.41
11663,Tamil Nadu,3,22,0,0,29500,Urban,2019,319.15
11664,Maharashtra,5,29,0,1,37090,Urban,2021,404.02
11665,Delhi,2,21,1,0,128770,Rural,2017,396.95
11666,Punjab,6,5,0,0,16693,Urban,2018,312.83
11667,Uttar Pradesh,9,20,2,1,22082,Rural,2019,693.98
11668,Delhi,8,19,1,0,30071,Rural,2023,585.12
11669,Karnataka,6,17,1,0,44447,Urban,2017,582.04
11670,Gujarat,4,11,2,1,138434,Rural,2017,483.81
11671,Tamil Nadu,8,7,0,0,131751,Urban,2022,371.05
11672,Maharashtra,8,28,0,0,106459,Urban,2023,647.11
